,DalScience,DalLibraries,Dal_Alumni,DalGazette
945,"{'date': '10/03/2017, 21:22:21', 'full_text': 'RT @Dal_Alumni: Congratulations to all of our fall 2017 graduates from today and yesterday’s #DalGrad! We’re so pleased to welcome you to t…'}","{'date': '07/27/2018, 12:49:20', 'full_text': '@MLJones03 @dbournetyson @VFRHub @FiMTrust And thank you, too!'}","{'date': '09/12/2018, 17:25:10', 'full_text': 'Tara Gilroy (BA’99) believes play should not be underestimated when it comes to international development. Her work with @RightToPlayIntl helps children learn life skills and school curriculum in marginalized communities. https://t.co/hvL1sKievw https://t.co/5gwPB3G7ra'}","{'date': '08/26/2019, 14:52:12', 'full_text': 'Long live Casey! https://t.co/pS0QNXkmQ0'}"
946,"{'date': '10/03/2017, 17:33:00', 'full_text': '.@KatelynnBoerner receives a PhD in clinical psych today. Now a postdoc w/ @BCChildrensHosp. Congrats! https://t.co/NPBZ2r0nTx #DalGrad https://t.co/jsSNdcRsEJ'}","{'date': '07/27/2018, 11:09:34', 'full_text': 'Is this the golden age of libraries? @CH_coalblackhrt of the @chronicleherald thinks so. https://t.co/59eFvdD5HQ'}","{'date': '09/12/2018, 16:00:24', 'full_text': ""Do you have any gently used items you're looking to donate? Here's a great chance to do so on campus! Bring items to Shirreff Hall on Friday, Sept 14,  10:00 a.m.-3:00 p.m. for the Annual Women's Division Flea Market! https://t.co/4exRATJ8UJ https://t.co/mS6hMrtsoD""}","{'date': '08/26/2019, 14:00:32', 'full_text': 'RT @hfxtransit: UPass is back! UPasses for the 2019/20 academic year are now valid. If you are a full-time university or community college…'}"
947,"{'date': '10/03/2017, 17:21:26', 'full_text': '“In all our work, we must keep in mind this potential of helping people.” - Dr. Posner addresses all #DalGrads, the newest @Dal_Alumni. https://t.co/k4JROKgl8z'}","{'date': '07/26/2018, 19:20:03', 'full_text': 'https://t.co/R9FzfRenCy'}","{'date': '09/12/2018, 13:55:20', 'full_text': 'See how you can save when you bundle car and home insurance with affinity program partner @TD_Insurance. Get a bundle quote today. #ad ► https://t.co/YMtBGTUujN https://t.co/cgKOnWJnM6'}","{'date': '08/26/2019, 13:16:45', 'full_text': '@colindpalmer Rude'}"
948,"{'date': '10/03/2017, 17:12:47', 'full_text': 'RT @Dalnews: .@DalPres &amp; @DalChancellor present Dr. Michael Posner with his honorary degree. #HonDoc #DalGrad @DalScience https://t.co/mkNu…'}","{'date': '07/26/2018, 18:50:05', 'full_text': 'https://t.co/84MZ9b9jUF'}","{'date': '09/11/2018, 18:52:44', 'full_text': 'Brook Noftle (BSc’81, BA’83, MD’88) devoted his professional life to helping those who have been marginalized. As a physician, he’s made a difference in the lives of many patients &amp; is inspiring the next generation of doctors as a prof at @SchulichMedDent https://t.co/CbAIpgaBCW https://t.co/qrg9RKKK9e'}","{'date': '08/26/2019, 12:49:53', 'full_text': 'Disclaimer: the Dalhousie Gazette does not take an official stance on Taylor Swift'}"
949,"{'date': '10/03/2017, 17:08:01', 'full_text': 'Today, this passionate scientist &amp; community volunteer becomes Dr. Dauphinee. Congrats! #DalGrad https://t.co/DLGi3sbcL5'}","{'date': '07/26/2018, 17:10:10', 'full_text': 'Yay, Leah! Thanks for all your work on this! @memacinnis @dbournetyson https://t.co/uk222AHUbP'}","{'date': '09/11/2018, 12:10:16', 'full_text': ""Whether you want to get up and move and take part in the fun run or cheering on the football game, or if a Victorian tea party with alum is more your style, there’s something for all #DalAlumni at this year's Homecoming. https://t.co/NLsRlsh1W0 https://t.co/I67G8SEY4u""}","{'date': '08/26/2019, 12:48:54', 'full_text': 'At least one of us has been listening to Taylor Swift’s Lover while editing the first issue, so if lyrics slip through, we apologize... https://t.co/nYWzShVMrd'}"
950,"{'date': '10/03/2017, 17:00:24', 'full_text': 'Dr. Michael Posner receives his Honourary Degree today from #DalhousieU! #DalGrad @Dal_Alumni https://t.co/43XHqcES17'}","{'date': '07/26/2018, 17:10:05', 'full_text': 'https://t.co/Z6ggmQ73j3'}","{'date': '09/10/2018, 17:37:06', 'full_text': 'RT @CBA_News: #OnThisDate in 1918, Frances Lillian Fish Q.C. made front-page news in Halifax when she was called to the #NS Bar, becoming t…'}","{'date': '08/23/2019, 14:42:00', 'full_text': 'How does one get in on this, @taylorswift13? https://t.co/xo0zhLg4s5'}"
951,"{'date': '10/03/2017, 16:49:01', 'full_text': 'Simon receives his MSc in physics from afar today. This #DalGrad has already started his PhD @UCSantaBarbara https://t.co/NPBZ2r0nTx https://t.co/3lsZEElg7u'}","{'date': '07/26/2018, 16:38:57', 'full_text': ""They're giving away the secret of the tunnel beneath the Killam! :P https://t.co/IqnSzIuJaR""}","{'date': '09/10/2018, 16:11:03', 'full_text': 'RT @sblairreid: Yummy - all welcome to the @DalUClub - no membership needed! @Dal_Alumni https://t.co/60qMRIcuc2'}","{'date': '08/23/2019, 02:49:38', 'full_text': 'RT @RyanMcNutt: Not too shabby DalFest lineup this year: Said the Whale + Weaves and Shad + Reeny Smith. https://t.co/dfntmBTJ0k https://t.…'}"
952,"{'date': '10/03/2017, 16:48:57', 'full_text': 'A beautiful fall day for @DalScience’s Convocation Ceremony. Congrats to our new #DalGrads @Dal_Alumni https://t.co/i5urg5o6iU'}","{'date': '07/26/2018, 13:56:01', 'full_text': ""We can't wait until that space opens! Isn't it beautiful! https://t.co/G1h24Rujr3""}","{'date': '09/10/2018, 16:03:16', 'full_text': 'The President’s Annual Fun Run/Walk is open to all, but to add to the excitement the @DalMedSchool , @DalDentistry , and @DalHealth faculties compete for the highly-coveted President’s Fun Run Alumni Cup! https://t.co/STG27yVV8A https://t.co/WyrVaNEDhS'}","{'date': '08/21/2019, 01:29:12', 'full_text': '@kaila_jm 🙏'}"
953,"{'date': '10/03/2017, 16:35:00', 'full_text': 'Austin officially becomes Dr. Korgan today. Congrats on this impressive accomplishment! #DalGrad https://t.co/NPBZ2rhYL5 https://t.co/dNT3tUWPvt'}","{'date': '07/26/2018, 10:33:24', 'full_text': 'https://t.co/UL0jPs3WIl'}","{'date': '09/10/2018, 14:23:19', 'full_text': 'RT @DalPres: Truly wonderful to share stories and Dal swag this evening with three generations of outstanding Dalhousians: #Daloriginal Pro…'}","{'date': '08/21/2019, 01:26:31', 'full_text': 'Me, when I see the new hire https://t.co/n6SHHu9tBD'}"
954,"{'date': '10/03/2017, 16:22:01', 'full_text': 'Today, Natasha receives her MSc while her parents proudly look on from the crowd! Congrats, Natasha! https://t.co/NPBZ2r0nTx #DalGrad https://t.co/WPhwRKGyPk'}","{'date': '07/25/2018, 11:26:52', 'full_text': 'https://t.co/2Hp9qS0noc'}","{'date': '09/07/2018, 17:59:16', 'full_text': '@TrishaAylward @DalPres Res. friends are best friends &lt;3'}","{'date': '08/21/2019, 01:25:08', 'full_text': 'Never forget https://t.co/JSonlU1TwN'}"
955,"{'date': '10/03/2017, 15:43:50', 'full_text': 'RT @DalChancellor: A great morning #DalGrad with @daldentistry &amp; @dalhealth.  Looking forward to the afternoon with @dalagriculture, @DalSc…'}","{'date': '07/25/2018, 10:38:27', 'full_text': 'It was a pleasure to work on this project with these excellent partners. https://t.co/DXhnAFGqJT'}","{'date': '09/07/2018, 15:02:11', 'full_text': 'Did you know that if you are visiting Halifax for homecoming you can get special Homecoming rates at @AtlanticaHfx  and the @LordNelsonHotel . Visit https://t.co/1UIVqiFMYN for more info. https://t.co/2eheh0eqxo'}","{'date': '08/21/2019, 01:24:15', 'full_text': 'No one will wear the suit quite like @kaila_jm https://t.co/Vz86xr4ZZh'}"
956,"{'date': '10/03/2017, 15:42:01', 'full_text': 'Looking forward to Dr. Michael I. Posner’s convocation address. He receives a #DalGrad honorary degree today. https://t.co/9QcycUjU6M https://t.co/03wwL5d03Q'}","{'date': '07/24/2018, 17:10:08', 'full_text': '#ProudAtDal https://t.co/4f7gpcAIoA'}","{'date': '09/07/2018, 13:55:17', 'full_text': 'Homecoming 2018, come back to Dal, come back to Halifax. https://t.co/GyAufLTcPh\n#DalhousieU #BlackandGold #DalAlumni https://t.co/TvzqDVlkHb'}","{'date': '08/21/2019, 01:23:16', 'full_text': 'Details here: https://t.co/GoIUNnMI1B'}"
957,"{'date': '10/03/2017, 15:31:01', 'full_text': 'Want to learn more about the Class of 2017? We’re proud to share some #DalGrad profiles throughout this afternoon. Stay tuned!'}","{'date': '07/24/2018, 16:30:33', 'full_text': 'Have you tried our Document Delivery service? Get access to books &amp; resources beyond our collection, delivered on campus or to your inbox. #DalTuesdayTip https://t.co/YZe6kJjXAa https://t.co/2v4qY6r4wI'}","{'date': '09/07/2018, 12:35:12', 'full_text': 'Today marks the last day of the first week of the semester! Do you remember what you first week at #DalhousieU was like? What are your favourite memories as a #DalAlumni from your first few weeks of university? https://t.co/e19bpP5Nwn'}","{'date': '08/21/2019, 01:01:54', 'full_text': 'Yo https://t.co/lFiTMMqGaV'}"
958,"{'date': '10/03/2017, 15:30:01', 'full_text': 'Congratulations to all #DalScience graduates! Welcome to the @Dal_Alumni community! #DalGrad https://t.co/JUsbXKyVpI'}","{'date': '07/24/2018, 15:15:08', 'full_text': 'Pride display at the Sexton Library. #ProudAtDal https://t.co/nrTAttKtpT'}","{'date': '09/06/2018, 13:20:47', 'full_text': ""Did you know that this week's Dalhousie Original, Lucy Maud Montgomery, drew heavily on her Dal experience for her 1915 novel Anne of the Island? In the beloved book the fictionalized “Redmond College” stands in for Dalhousie. \nhttps://t.co/Po4gNz9bLv https://t.co/gexGRxZFej""}","{'date': '08/15/2019, 17:52:31', 'full_text': 'RT @bipocus: Calling all Dalhousie BIPOC students! Join the planning committee for BIPOCUS Presents: Dreaming in Colour taking place at the…'}"
959,"{'date': '10/03/2017, 15:01:08', 'full_text': 'Happy Convocation Day, Dal Science grads! Your accomplishment is notable, significant &amp; definitely worth celebrating. #DalGrad'}","{'date': '07/24/2018, 12:14:49', 'full_text': ""Dal students! Here's your chance to shine in front of the camera. We're seeking students for 2 photoshoots: Mon, Aug 13, 10:30 am MacRae Library @dalagriculture &amp; Thurs, Aug 16, 10:30 am Sexton Library @DalArchPlan @DalEngineering Contact marlo.mackay &lt;at&gt; https://t.co/aky2NW62Xa https://t.co/3Maw7z3TbH""}","{'date': '09/05/2018, 22:07:42', 'full_text': 'RT @HaliJenny: So excited to be here as a @Dal_Alumni this evening for the Belong Forum with Senator Murray Sinclair https://t.co/kMrLFoT2NI'}","{'date': '08/12/2019, 09:48:56', 'full_text': 'RT @theeyeopener: BREAKING: The president of the @RyeSU has allegedly terminated the executive director, meant to replace the ""general mana…'}"
960,"{'date': '10/02/2017, 19:38:20', 'full_text': 'Dr. Posner’s lecture is wrapping up but the Q &amp; A period has just begun! @Dal_Alumni #DalScience #DalPsych https://t.co/XWADivL7ve'}","{'date': '07/24/2018, 10:40:44', 'full_text': 'https://t.co/DLnIq5ryxR'}","{'date': '09/05/2018, 18:12:47', 'full_text': ""#Giveaway! We've got tickets to the can't miss soccer event of the year. The HFX Derby on Sept. 7, women's game at 5pm, men's at 7:15pm at Wanderers Grounds! Tickets will go to the first 10 #DalAlumni and students who retweet and can collect the tickets. https://t.co/BJP9qLK7xo https://t.co/41zAy6ztnW""}","{'date': '08/11/2019, 21:53:46', 'full_text': 'RT @hoemoticon: me showing up to college events just to grab some food and leave https://t.co/FdvK4wJxlh'}"
961,"{'date': '10/02/2017, 18:51:29', 'full_text': 'It’s a full house of @Dal_Alumni at Dr. Posner’s lecture on “How can we rewire the human brain!” Thanks to our sponsor @innovacorp @BRCHFX https://t.co/3UKZkPpHfK'}","{'date': '07/23/2018, 15:00:30', 'full_text': 'https://t.co/H9sRmxMop4'}","{'date': '09/05/2018, 17:59:13', 'full_text': ""RT @DalHealth: Get ready to double tap - Dal Health is now on Instagram! Follow us and make sure to tag us in your photos - we'd love to se…""}","{'date': '08/09/2019, 01:58:25', 'full_text': '😨 https://t.co/saTW4cvZES'}"
962,"{'date': '10/02/2017, 14:12:04', 'full_text': 'RT @Dal_Alumni: This week, we welcome 1000+ new members to the #DalAlumni family. Congratulations to each and every #DalGrad! https://t.co/…'}","{'date': '07/23/2018, 14:57:59', 'full_text': 'The ubiquitous DalCard! https://t.co/vLRVLJh4cQ'}","{'date': '09/04/2018, 17:27:09', 'full_text': 'RT @irvingoil: Having some photo booth fun with new @dalengineering students! #dalhousieu #futureengineer https://t.co/lQ4qG3sKQO'}","{'date': '08/08/2019, 16:06:23', 'full_text': 'RT @nshealth: More doctors will be educated in Nova Scotia with the addition of 16 new seats at Dalhousie University’s Medical School. Read…'}"
963,"{'date': '09/29/2017, 18:00:01', 'full_text': 'We are excited to welcome Dr. Posner to campus for his lecture on Oct 2 on ""How can we rewire the human brain?"" https://t.co/wnGiWtGjRv https://t.co/YFzJALFAJr'}","{'date': '07/23/2018, 12:35:03', 'full_text': 'A peek at the gorgeous living wall inside the soon-to-be-opened student learning commons on the third floor of the MacRae Library. https://t.co/KBH1jRDfx2'}","{'date': '09/04/2018, 16:40:14', 'full_text': 'The Tigers went undefeated in 2016! They outscored their opponents by over 300 points and brought the championship home. Let’s bring it back home again in new helmets for our athletes’ safety, help fund this initiative. https://t.co/gH6raKvArR \n#Football #DalhousieU #DalTigers https://t.co/x6fSG4OON7'}","{'date': '08/08/2019, 15:06:49', 'full_text': 'RT @tarynalgrant: .@nsgov is adding seats to @DalhousieU med school. Four for this fall and another 12 the following year. @StephenMcNeil s…'}"
964,"{'date': '09/29/2017, 17:23:36', 'full_text': 'RT @cancerkn: Are you a parent of a child w/ cancer? Have you seen ANY of our #KidsCancerPain content? Please complete our survey! https://…'}","{'date': '07/20/2018, 17:40:07', 'full_text': 'https://t.co/jdxwTvNSHf'}","{'date': '09/04/2018, 14:35:00', 'full_text': 'RT @FSPAdirector: Look at these fabulous @FSPADal @DAL_FASS @Dal_Alumni ! Can’t wait to see this #HFXInLove https://t.co/jWyACcOUtT'}","{'date': '08/07/2019, 15:02:48', 'full_text': 'RT @DevonRowcliffe: Campus news media not only incubates the next generation of journalists, it also creates some tremendous work. This by…'}"
965,"{'date': '09/29/2017, 14:05:48', 'full_text': 'RT @DalCleanTech: Congratulations @dasoglab for wonderful recognition by @hEr_VOLUTION !\nhttps://t.co/44hSOhHJnK'}","{'date': '07/20/2018, 14:27:25', 'full_text': '@beccaleat So sorry this happened to you, but so glad to hear it was resolved.'}","{'date': '09/04/2018, 12:50:17', 'full_text': 'Are you ready for the first homecoming of Dal’s third century? Checkout our homecoming events page to see the many activities that are waiting to welcome you back to campus. https://t.co/yXSjzg58ON https://t.co/TXVCVfDRWv'}","{'date': '08/05/2019, 22:47:36', 'full_text': 'RT @LawDeanHolloway: ... And this: one of my old columns from the \u2066@DalGazette\u2069. (I used to write about old records - the Beatles, Elvis -…'}"
966,"{'date': '09/27/2017, 16:17:50', 'full_text': 'The Ocean Frontier Institute has launched a brand new website. Keep tabs on the OFI impact here: https://t.co/maN1oce2ch\n#oceansmatter https://t.co/AgUf3zBtnG'}","{'date': '07/20/2018, 14:10:06', 'full_text': ""RT @dalnews: Each week throughout our 200th year, we'll celebrate a Dalhousie Original – pioneers, innovators, creators and thinkers who made #DalhousieU what it is today. This week, meet Constance Glube: https://t.co/cmgso79exH #Dal200""}","{'date': '09/04/2018, 12:10:43', 'full_text': '@HendersonLLPCA Welcome to Dal Charlie!'}","{'date': '08/03/2019, 02:15:21', 'full_text': 'https://t.co/vw8oh0Cugw'}"
967,"{'date': '09/27/2017, 12:21:51', 'full_text': 'RT @Dalnews: Welcome to Canada’s new #ChiefScienceAdvisor! We look forward to working with you, Dr. Nemer. @DalScience #DalResearch https:/…'}","{'date': '07/20/2018, 11:59:30', 'full_text': ""RT @dalnews: It's Pride Week in #Halifax and at #DalhousieU! With a number of events taking place both on and off campus, there's something for everyone. 🏳️\u200d🌈 #ProudAtDal https://t.co/xwxf68P7P3""}","{'date': '09/04/2018, 11:54:20', 'full_text': ""RT @Dalnews: 🎉 Sending loud, proud, welcome back love to all incoming and returning #DalhousieU students! There's so much happening in Sept…""}","{'date': '08/01/2019, 01:18:56', 'full_text': 'RT @dalplex: Dalplex and the Department of Athletics and Recreation are currently accepting applications for the position of Supervisor, Fa…'}"
968,"{'date': '09/26/2017, 12:22:48', 'full_text': 'RT @Dalnews: The Ocean Frontier Institute is marking its one-year anniversary #OFI #DalProud @MemorialU @UPEI #OceansMatter https://t.co/ic…'}","{'date': '07/20/2018, 11:25:11', 'full_text': ""Here's a lovely and colourful display at the MacRae Library to celebrate #ProudAtDal. @dalagriculture @memacinnis @Limpetman https://t.co/BaZ1lCuBlO""}","{'date': '09/04/2018, 11:51:47', 'full_text': 'RT @DalhousieILI: Great story of @dalagriculture and @DalEngineering #IndustrialEngineering Grad!\n\nhttps://t.co/sDF3haylDQ\n\n#WomenInSTEM #D…'}","{'date': '07/29/2019, 17:18:45', 'full_text': ""Pro tip: a photo you take yourself is almost always going to be 10 times better than the pic you'll get in September. My sweaty face haunts me. https://t.co/yh3mWoFjSD""}"
969,"{'date': '09/21/2017, 16:44:46', 'full_text': 'RT @DalPres: Congratulations @DalScience Prof. Anne-Marie Ryan on @AAU_AUA Educational Leadership Award! https://t.co/jJx0olow81'}","{'date': '07/19/2018, 18:23:50', 'full_text': 'RT @Dalnews: Student life in 1968: on the stage and on the court. Photos from the 1968 Dalhousie yearbook: https://t.co/SFN61ba41P #DalArch…'}","{'date': '08/31/2018, 18:45:25', 'full_text': 'What’s homecoming without a football game? The tigers will take on the Holland Hurricanes on Saturday, Sept 29. Don’t miss the action, tickets are $5 at the door. https://t.co/w7oftOUfOJ https://t.co/QBtaSxHW8x'}","{'date': '07/27/2019, 20:57:48', 'full_text': 'How does one apply for this program? Asking for a friend. https://t.co/zjPpiCMbsh'}"
970,"{'date': '09/20/2017, 18:00:03', 'full_text': ""Don't miss Dr. Posner's lecture, How can we rewire the human brain? Oct 2 at 3:30pm in the LSRI. @Dal_Alumni @BRCHFX https://t.co/JT6XwmDolz https://t.co/IF2fO6CGGv""}","{'date': '07/19/2018, 13:45:07', 'full_text': '#ProudAtDal displays in the Sir James Dunn Law and Killam Memorial Libraries. @Dalnews @DalHRES https://t.co/Pf58dps4aJ'}","{'date': '08/31/2018, 14:55:15', 'full_text': 'Learn why you need renter’s insurance and how it can protect you and your belongings from affinity program partner @TD_Insurance #ad ► https://t.co/hBd4qjNJTD https://t.co/CBoupZ3VHU'}","{'date': '07/27/2019, 15:52:09', 'full_text': 'Check out this cool @chronicleherald story by our former Sports section editor! 🤩 https://t.co/6tqVfJFLdZ'}"
971,"{'date': '09/20/2017, 16:38:12', 'full_text': 'RT @MJPalmeter: Dal research by @DalScience @pvcorkum @JimFitt @DalhousieILI funded by @CIHR_IRSC @SBAtlantic @ACOACanada for a new product…'}","{'date': '07/18/2018, 16:20:04', 'full_text': 'https://t.co/8GLz6azXO6'}","{'date': '08/30/2018, 14:25:38', 'full_text': 'Great quote capturing the spirit of this Dal Original: “There was no more loyal Dalhousian than Stanley Mackenzie, no more devoted worker and none who accomplished more for the University which he loved so much and which, in fact, was completely his life.” https://t.co/y8wfM1C4r5 https://t.co/QDYSsi01ay'}","{'date': '07/24/2019, 18:01:08', 'full_text': 'RT @DalLibraries: All current Dal faculty (non-tenured, tenured, limited term appointments), postdoctoral fellows, instructors, staff &amp; gra…'}"
972,"{'date': '09/20/2017, 14:30:01', 'full_text': ""Our Dean will be at #Toronto's Global Homecoming on Oct 19. The BSc Class of '07 will celebrate 10 yrs! @Dal_Alumni https://t.co/U3UTi9Z02r https://t.co/yGh1mzulYu""}","{'date': '07/18/2018, 13:20:04', 'full_text': 'https://t.co/7kkbJsOSZ0'}","{'date': '08/29/2018, 18:54:18', 'full_text': 'RT @DalChancellor: A sincere #DalhousieU welcome to all incoming faculty members! https://t.co/T79txvGjla'}","{'date': '07/23/2019, 00:53:55', 'full_text': 'RT @TheCrimsonWhite: A question of ethics surrounds a candidate for the Office of Student Media director position after allegations surface…'}"
973,"{'date': '09/19/2017, 15:00:03', 'full_text': 'Alumni, 2017 Fall Convocation Ceremony will take place at the Rebecca Cohn at 12:30pm on October 3. https://t.co/eaeY0HXAVL #DalGrad https://t.co/GrxhVjh4AN'}","{'date': '07/18/2018, 12:06:07', 'full_text': 'https://t.co/FcdYqNGSgw'}","{'date': '08/29/2018, 17:19:04', 'full_text': 'RT @DAL_FASS: Join us on Wed. Sept. 26 for a special panel event introducing the 3 Donald Hill Family Postdoctoral Fellows representing the…'}","{'date': '07/22/2019, 17:21:54', 'full_text': 'RT @apbenven: Students in Oregon will be able to have up to 5 days off every 3 months for ""issues with mental or behavioral health,” thanks…'}"
974,"{'date': '09/19/2017, 00:00:01', 'full_text': ""Don't miss Dr. Hasinger from @uhmanoa at the 40th Annual E.W. Guptill Lecture at 8pm on Oct 12, Scotiabank Aud. #DalPhysics #DalScience https://t.co/GsQCe48Obv""}","{'date': '07/17/2018, 16:30:36', 'full_text': 'Do you know the consequences of plagiarism? Visit our website to learn about plagiarizing &amp; to avoid this serious offence. #DalTuesdayTip https://t.co/BusrZoVjij https://t.co/jnmVTf3gFu'}","{'date': '08/29/2018, 16:26:44', 'full_text': ""RT @dalagriculture: Ashley highlights what has changed over the campus this summer!  Can't wait to see you on the weekend.  #Dal200 #DalBou…""}","{'date': '07/21/2019, 00:33:46', 'full_text': 'Breaking news: it hot 🥵'}"
975,"{'date': '09/15/2017, 15:00:01', 'full_text': ""Alumni, don't miss Dal Science's 2017 Homecoming events! https://t.co/VS3C9BGqS9 @Dal_Alumni #ScienceAlumni #DalHomecoming https://t.co/fYILS4xUI5""}","{'date': '07/17/2018, 14:00:21', 'full_text': 'This Saturday! RT @dalnews: ICYMI: Students, staff and faculty are welcome to march with #DalhousieU at the @HalifaxPride Parade on Saturday, July 21: https://t.co/yfjQlxUDPy #ProudAtDal 🏳️\u200d🌈 https://t.co/Dj31BdhJ8I'}","{'date': '08/29/2018, 16:10:22', 'full_text': 'Looking for a special activity for your reunion group this #DalhousieU homecoming 2018? Come enjoy tea and light fare among the company of friends in the cozy elegance of the Victorian Lounge. Save the date for Sunday, Sept 30 and RSVP here: https://t.co/H8hLcPaInh https://t.co/p9yJbNcBrj'}","{'date': '07/20/2019, 22:49:43', 'full_text': ""RT @thickeyforrest: cashier: your total is $87.43\n\nme: debit please \n\ncashier: ok whenever you're ready \n\nme: ok thank you \n\ngirl who went…""}"
976,"{'date': '09/15/2017, 12:05:07', 'full_text': 'RT @patrickmckenna: Fantastic presentation at @EngineersNS by @DalScience Jeff Dahn on his work with Tesla on advancement in battery storag…'}","{'date': '07/17/2018, 11:46:11', 'full_text': 'MT @dalnews: What has made this #Dal200 project so excellent? Our 19 @FSPADal student performers, 52 Originals, 11 interview volunteers, 16 story writers &amp; everyone who contributed to creatively showcasing those who helped make #DalhousieU what it is today https://t.co/2I5DKFU5D0'}","{'date': '08/29/2018, 16:05:44', 'full_text': ""RT @Dalnews: On Sept. 22, the one and only @ShaunT will be in #Halifax for @DalHealth's @HLHL2018! 💪 Learn how you can win tickets to his c…""}","{'date': '07/20/2019, 15:26:16', 'full_text': '😬 https://t.co/uI5r8NtPPs'}"
977,"{'date': '09/13/2017, 17:30:00', 'full_text': 'All are welcome to explore wilderness and coastline spaces in Halifax as part of #HaliBlitz https://t.co/vP35qSMNoj @EcologyAction #BioBlitz https://t.co/9Zc3VB9cZ2'}","{'date': '07/17/2018, 11:45:00', 'full_text': ""MT @dalnews: We've always believed our Dalhousie Originals project was excellent – apparently, the 22nd Annual Videographer Awards thought so too, having awarded the project an Excellence Award. And to think we still have 24 of our Originals to unveil! 🏅 https://t.co/xJmJEQsqGb""}","{'date': '08/29/2018, 13:25:17', 'full_text': 'Safety first! We want our athletes to have the safest helmets. Sponsor our NFL-caliber helmets to ensure our Dalhousie Football team stays safe &amp; strong! https://t.co/xaX2KUFA1a \n#Football #DalhousieU #Helmet #Homecoming #DalTigers https://t.co/ZNFaZ3NAVm'}","{'date': '07/18/2019, 17:06:18', 'full_text': 'RT @MatthewMooreHFX: Remember these? The huge-ish bus tickets proposed by HRM are behind schedule, but still on the horizon. A spokesperson…'}"
978,"{'date': '09/13/2017, 17:00:02', 'full_text': 'Best selling author, Paul Greenberg speaks to ""Fishing, Farming and the Future of the Last Wild Food"" on Sep 14, 7pm https://t.co/OmNS9cs31V https://t.co/Rc8SDRXqXw'}","{'date': '07/16/2018, 18:00:41', 'full_text': 'https://t.co/rpwhGOTeNA'}","{'date': '08/29/2018, 12:40:14', 'full_text': 'September 29th Join us for the 5th annual president fun run/walk. A fun route fit for all activity types and the whole family that takes you through three Dalhousie campuses. Plus, stick around for snacks and prizes on the quad after. https://t.co/XzvZ4PxiPk https://t.co/gyp1pNWWyX'}","{'date': '07/16/2019, 15:12:12', 'full_text': 'Editors now have story pitches that need writers! If you’re interested, contact us and we’ll connect you with the editor of your preferred section 🎉 https://t.co/ofh7SBkTkp'}"
979,"{'date': '09/13/2017, 16:49:00', 'full_text': '@DalhousieChem @DalGradStudies Congrats 2017-18 Chem Grads! #DalScience'}","{'date': '07/16/2018, 17:01:04', 'full_text': 'https://t.co/ZNbG3nhQVq'}","{'date': '08/28/2018, 19:06:01', 'full_text': 'RT @DalPres: A pleasure to reconnect with #DalGrad Tim Unwin BCOM’63 and chat about Dalhousie on a gorgeous day in Chester, NS https://t.co…'}","{'date': '07/16/2019, 01:18:00', 'full_text': 'RT @michael_smit: I’m excited to start my @DalFoodServices food blog! \n\nIn this post-apocalyptic interpretation of a ‘meatball melt’, a lon…'}"
980,"{'date': '09/12/2017, 15:00:05', 'full_text': 'Interested in learning more about data analysis? Check out David Bellhouses presentation tonight in Tupper Thea B. #DalMathStats #DalScience https://t.co/qiEHl3ViXT'}","{'date': '07/16/2018, 16:23:04', 'full_text': 'https://t.co/rhv59XH3u2'}","{'date': '08/28/2018, 18:48:07', 'full_text': 'RT @workatdal: Save the date for the next #Dal200 Belong Forum, Sept 5, 7-9 pm, with Senator Murray Sinclair, first Aboriginal Judge appoin…'}","{'date': '07/08/2019, 17:24:54', 'full_text': '👏 https://t.co/YS3Ad4IhHe'}"
981,"{'date': '09/12/2017, 14:00:02', 'full_text': ""Don't miss a special Stats seminar about the past/future of data analysis today at 7pm, Thea B (Tupper) https://t.co/V57QXVADxP #DalScience https://t.co/h72pvWnCoF""}","{'date': '07/16/2018, 13:00:44', 'full_text': ""It's true! https://t.co/VcYU2HkIv8""}","{'date': '08/27/2018, 18:50:19', 'full_text': ""Sometimes accidents happen. That's why TD Insurance Auto Centre is your one-stop shop for claims advice, vehicle repairs and rentals. #ad ► https://t.co/nWwIzCWBkm https://t.co/LH7B9r1wkX""}","{'date': '07/04/2019, 19:40:08', 'full_text': 'RT @GlobalGraeme: A Dalhousie University biology professor has been included in a national campaign that shows young girls they can be anyt…'}"
982,"{'date': '09/12/2017, 12:04:41', 'full_text': 'RT @SustOceans: The very talented Nick Hawkins will be speaking at the @hfxpublib on Sept 23, Check out our website for more information on…'}","{'date': '07/16/2018, 12:55:04', 'full_text': 'https://t.co/GzcuVNlXws'}","{'date': '08/27/2018, 18:49:50', 'full_text': ""RT @DAL_FASS: This is great news! Congratulations to @FSPADal for making University Magazine's list of the best schools for music in Canada…""}","{'date': '07/03/2019, 12:23:27', 'full_text': 'RT @ns_servicens: The rules, rights and responsibilities for tenants and landlords when subletting or assigning a lease have been defined.…'}"
