,workatdal,DalMedSchool,dalagriculture,SchulichLaw
1635,"{'date': '11/02/2017, 18:25:11', 'full_text': 'Reminder: Deadline for nominations for 2017 @NSHumanRights Awards is Nov 10. https://t.co/nNq9KMhNhL https://t.co/gEqYn6ZSPa'}","{'date': '10/03/2017, 14:08:12', 'full_text': 'Our med students doing amazing things. Collaborative practice benefits health care https://t.co/ScUsFX9BB4 @chronicleherald #NovaSight https://t.co/c451beCsO2'}","{'date': '11/01/2018, 12:23:13', 'full_text': 'RT @DalGradStudies: Halloween may be over, but every day is Halloween for these creepy crawlies in this #ThrowbackThursday article written…'}","{'date': '09/04/2018, 11:05:28', 'full_text': 'RT @GatchalianGail: Thanks, Kim! I’m very excited to officially start my term today as @CBA_NS Prez! Up this week:\n1. Meeting new @Schulich…'}"
1636,"{'date': '11/02/2017, 17:45:17', 'full_text': 'Protect your home from water damage: Here are 5 common types of water damage &amp; tips to prevent them. https://t.co/4tCCTswwIY @WeAreJohnson'}","{'date': '10/03/2017, 12:06:24', 'full_text': ""RT @itsinyoutogive: Congrats to the students of @DalMedSchool — winners of this year's Phlebotomy Bowl. Thanks to champions Sean &amp; Devin fo…""}","{'date': '11/01/2018, 12:22:50', 'full_text': 'RT @DalDPMG: Pumpkins, pumpkins everywhere! DPMG members on the @dalagriculture campus carving up some fun for Halloween! https://t.co/xhUr…'}","{'date': '09/04/2018, 10:59:53', 'full_text': 'RT @cmrherder: ‘Putting Trials on Trial’ - Public Lecture w/ @SchulichLaw @ElaineCraigDal to launch her new book this Thursday @hfxpublib C…'}"
1637,"{'date': '11/02/2017, 17:17:17', 'full_text': 'RT @UWHalifax: Congratulations to all @TwitCoast #BOH17 winners! Making #Halifax better. #ItLooksLikeMe https://t.co/irGSraHNTP'}","{'date': '09/29/2017, 18:52:48', 'full_text': ""He's been a practicing family physician in Shelburne since 85'. Meet Dr. John Keeler - DalMed alum, mentor, rural doctor &amp; patient advocate https://t.co/m3TorTS4Ud""}","{'date': '11/01/2018, 11:04:49', 'full_text': 'RT @Dwane_BH: Very much looking forward to the @dalagriculture #BluesndGold Awards event tonight. AC Alumni recognized for their contributi…'}","{'date': '09/04/2018, 10:59:32', 'full_text': ""RT @altalawreview: Happy Labour Day! Why not take some time today to read about Canada's history of picketing with an article written by Pr…""}"
1638,"{'date': '11/02/2017, 15:20:15', 'full_text': 'Take sustainability survey &amp; win $100 gift card! Open to faculty, staff &amp; students until Nov 15. https://t.co/QNLg5Xsix2 @DalOfficeSust'}","{'date': '09/29/2017, 14:15:13', 'full_text': 'DAL Students, get mentally fit with new free online Q-Life Resilience Project  https://t.co/RrDyOxtvsb @DalStudentLife @DalhousieU https://t.co/DAk98otpZm'}","{'date': '10/31/2018, 16:50:18', 'full_text': 'RT @dalacrams: Legge Health are partnering with \u2066@dalacrams\u2069 providing a variety of services to staff, students , student-athletes and the…'}","{'date': '08/31/2018, 17:39:36', 'full_text': 'RT @jjllewellyn: Fabulous appointment - great news for Nova Scotians. https://t.co/85PBJawzYY'}"
1639,"{'date': '11/02/2017, 14:57:40', 'full_text': 'RT @FusionHalifax: Biggest takeaway from the #HowDoIStay panel? The importance of #connection. Join us for #WhatsNext Speed Networking http…'}","{'date': '09/29/2017, 13:36:09', 'full_text': 'RT @MSPEI_Docs: Dr. Jock Murray, former Dean of @DalMedSchool will be at @UPEI on Oct. 4 to share stories from his new book. All are welcom…'}","{'date': '10/31/2018, 13:29:55', 'full_text': 'RT @engineering_AC: Happy Halloween from the Department of Engineering https://t.co/jKMeEXqW6w'}","{'date': '08/31/2018, 16:19:01', 'full_text': 'RT @CourtsNS_News: The Supreme Court of NS has a new judge! A very warm welcome to Justice John Bodurtha, director &amp; senior counsel with @J…'}"
1640,"{'date': '11/02/2017, 13:35:09', 'full_text': 'Have winter clothing to donate? International Centre hosts clothing drive for students. Today is last day. https://t.co/oUznYKJaeB'}","{'date': '09/28/2017, 19:35:13', 'full_text': ""Françoise Baylis &amp; Alana Cattapan evaluate Health Canada's public discussion call in Toward a Strengthened Assisted Human Reproduction Act https://t.co/XBxDlhoAU4""}","{'date': '10/31/2018, 12:50:59', 'full_text': ""Why Canada's #dairy industry needs to be protected by #SupplyManagement, according to David Gray (@Limpetman), dean of @dalagriculture  https://t.co/LqD2sjTCaL https://t.co/P8SOGYLyKb""}","{'date': '08/31/2018, 16:18:50', 'full_text': 'RT @CourtsNS_News: It used to be that judges rarely left the courtroom to visit the communities they serve. But here in NS, the Judiciary i…'}"
1641,"{'date': '11/02/2017, 12:52:30', 'full_text': 'RT @isans_ca: News release: Historic multi-year immigration plan. For more information visit:\n https://t.co/0SKKqyf7WB https://t.co/uX47Crf…'}","{'date': '09/28/2017, 17:21:12', 'full_text': 'https://t.co/J1f0peICq3'}","{'date': '10/31/2018, 12:33:40', 'full_text': 'RT @Cultiv8Ag: Deep in the design of their Prototype, Team Iterate continues to Discover in the Cultiv8 Sandbox! https://t.co/M75qzUOFMK'}","{'date': '08/31/2018, 16:07:51', 'full_text': 'RT @RBlakeBrown: Congratulations to John Bodurtha, acting president of @CITYSoccerClub (&amp; excellent soccer youth coach!) on his appointment…'}"
1642,"{'date': '11/01/2017, 17:45:27', 'full_text': 'RT @FairviewFRC: Proud to be 1 of @UWHalifax funded agencies. When you donate through your workplace, you support our programs &amp; services!…'}","{'date': '09/28/2017, 16:55:52', 'full_text': 'RT @DalGlobalHealth: #globalhealth makes the world a better place. Thanks @DalMedDean we think so too!  @DalMedSchool @shawnaoh @DalHealth…'}","{'date': '10/31/2018, 00:03:56', 'full_text': ""RT @ConversationCA: Why Canada's #dairy industry needs to be protected by #SupplyManagement, according to David Gray (@Limpetman), dean of…""}","{'date': '08/31/2018, 16:07:36', 'full_text': ""RT @CourtsNS_News: The Hon. Joseph Kennedy, Chief Justice of the Supreme Court of NS, extended a warm welcome today to the Court's newest J…""}"
1643,"{'date': '11/01/2017, 15:20:16', 'full_text': 'Dal Employee Bus Pass Program is back, providing 25% discount. Interested in getting/renewing an EPass? Details at https://t.co/hJQPLhf7G9'}","{'date': '09/27/2017, 14:11:28', 'full_text': 'Proud of 3rd yr med student Loran Morrison for co-founding @shineacademics &amp; forming leaders in our community #2017Vounteer @Dal_DMAA https://t.co/0SH8pcx6tw'}","{'date': '10/30/2018, 22:45:07', 'full_text': 'RT @coraesharp: Taking barley ring pics to a whole new level #BabyH @dalagriculture @ellensharp9 🌾💍 https://t.co/Tvsm2V5w7Q'}","{'date': '08/31/2018, 15:06:44', 'full_text': 'We asked @SchulichLaw alumna @marybrolf (JD \'17) what advice she\'d give her ""1L self""—incoming 1Ls, take note! No. 1: Be kind and help each other. To read four more pieces of advice from Mary, visit our Facebook page https://t.co/izOPWSsGgq #lawschool #BeKind #HelpFromFriends https://t.co/DCFva6rAx9'}"
1644,"{'date': '11/01/2017, 13:40:14', 'full_text': 'Nov is Pain Awareness Mth at #DalhousieU. Check out the upcoming sessions/workshops and register early. https://t.co/zFavB5zITP #DalWorkWell'}","{'date': '09/27/2017, 13:09:47', 'full_text': 'RT @DalGlobalHealth: Do you have questions about our #IndigenousHealth In Medicine Program? Stop by our Open House this afternoon and talk…'}","{'date': '10/30/2018, 22:45:02', 'full_text': 'RT @Limpetman: Halloween is nearly upon us... @dalagriculture @Dalnews https://t.co/5DsBH3nSww'}","{'date': '08/31/2018, 14:45:25', 'full_text': ""Join @SchulichLaw Professor Elaine Craig at this free public lecture on Sept. 6 from 6:30–8:30 p.m. in Paul O'Regan Hall at Halifax Central Library. @ElaineCraigDal @hfxpublib https://t.co/iz552FmwnQ""}"
1645,"{'date': '11/01/2017, 13:06:59', 'full_text': 'RT @dalplex: Free snacks in the Dalplex Lower Lobby as part of Member appreciation week today, Wed Nov 1 at 1pm, and tomorrow, Thurs Nov 2…'}","{'date': '09/27/2017, 12:23:26', 'full_text': 'RT @HealthLawAtDal: André Picard @picardonhealth presents this Friday at noon: ""Matters of Life and Death: Public Health Issues in Canada""…'}","{'date': '10/30/2018, 15:13:10', 'full_text': 'RT @mccallumrobyn: Congrats to John Tait, retired prof from @dalagriculture for receiving the Distinguished Alum Award this week. Well dese…'}","{'date': '08/31/2018, 13:36:17', 'full_text': '#WeldonProud! https://t.co/43NTxVEkVz'}"
1646,"{'date': '11/01/2017, 12:50:28', 'full_text': 'RT @Limpetman: Help me change the face of men’s health this #Movember by making a donation to my moustache: https://t.co/MhdehKimOV @Movemb…'}","{'date': '09/26/2017, 14:04:35', 'full_text': 'RT @DalGlobalHealth: #GlobalHealth is important because.....join our Showcase/Open House tomorrow and tell us what you think! Sept. 27 @ 3-…'}","{'date': '10/30/2018, 13:38:00', 'full_text': 'Cows get their own glamour shots as P.E.I. dairy farmer, Bloyce Thompson, (Class of 04) pairs up with photographer https://t.co/LbGoMFWt8R https://t.co/jrfQYjXPlB'}","{'date': '08/31/2018, 10:50:28', 'full_text': 'RT @ResearchArtsUL: Dr Kathryn O’Sullivan, School of Law, recently spent three weeks as a Dobbin Atlantic Scholar at the Schulich School of…'}"
1647,"{'date': '10/31/2017, 18:20:12', 'full_text': 'Good advice! The information hidden in job postings that can help you apply (or warn you not to). https://t.co/mXsNAJZggd @CareerBeacon'}","{'date': '09/25/2017, 17:29:50', 'full_text': 'Big Congrats to Braydon Connell - recipient of the DMAA Canadian Medical Hall of Fame Award https://t.co/8iJeBxXI4Z @HOPESHealthCent https://t.co/4lhQF92FXX'}","{'date': '10/30/2018, 10:29:35', 'full_text': 'RT @Limpetman: FAFU Zoology 2018 class photo. A great group and an honour to get to know them all! @dalagriculture https://t.co/kljrkbIiIr'}","{'date': '08/31/2018, 10:50:13', 'full_text': 'RT @jennlmtaylor: super excited to be the supervising lawyer for this incredible @HalifaxLeaf project, designed to map the legal framework…'}"
1648,"{'date': '10/31/2017, 17:05:21', 'full_text': ""RT @ScrubstheTurtle: Happy Halloween! We've reached the halfway mark of the Dal United Way campaign &amp; I need a nutrition break! #DalUnited…""}","{'date': '09/25/2017, 16:33:47', 'full_text': 'RT @stephenmiller67: IPE Trauma Sims #learningfromwithandabouteachother @DalMedSchool @DalHealth #nursing #med  #resptherapy#Paramedicine h…'}","{'date': '10/30/2018, 00:37:39', 'full_text': 'RT @Bayer4CropsCA: Calling all youth 18-25 that want to help feed a growing population. Apply to represent #Canada at the 2019 @YouthAgSumm…'}","{'date': '08/31/2018, 10:50:02', 'full_text': 'RT @marybrolf: Hey @SchulichLaw 3Ls - know anyone who would be interested in this @HalifaxLeaf research project with @jennlmtaylor? Get in…'}"
1649,"{'date': '10/31/2017, 12:55:12', 'full_text': 'Deadline is tonight for 2017 Healthy Workplace Award nominations. Details here. https://t.co/6KvCfweKDg #DalWorkWell'}","{'date': '09/25/2017, 16:00:23', 'full_text': 'RT @jacquie_gahagan: Great example idea community health promotion strategy in action @DalHealth @DalMedSchool @YouthProject_NS @NSHRF_info…'}","{'date': '10/29/2018, 17:00:02', 'full_text': '#ShowYour4HColours Day is November 7! How are you celebrating? https://t.co/gpjjl4snZw https://t.co/C4QBShVwYX'}","{'date': '08/30/2018, 17:47:03', 'full_text': ""RT @Dalnews: Campus can sometimes be confusing for #DalBound students, but there's no need to stress! Next week, keep your eyes peeled for…""}"
1650,"{'date': '10/31/2017, 11:37:34', 'full_text': 'RT @isans_ca: Immigration is growing in Nova Scotia. Learn more at https://t.co/H4ADO8k6Zz'}","{'date': '09/25/2017, 14:56:35', 'full_text': 'RT @Dalnews: This year\'s #DalRespect week theme is """"Fostering inclusion, together."" Find out more. https://t.co/HStIhG5MqB'}","{'date': '10/29/2018, 14:46:31', 'full_text': 'The significant achievements of the Precision Agriculture Research Team are what ultimately led to the implementation of the Wild Blueberry Harvester Efficiency Program. https://t.co/CxuGEQ1wef https://t.co/P6Ofpfxo1h'}","{'date': '08/30/2018, 16:17:02', 'full_text': 'RT @LGuibault: Our latest article on ECLs and the legitimacy of CMO mandates is out, have a look: https://t.co/JqObeLMEh3'}"
1651,"{'date': '10/30/2017, 18:35:14', 'full_text': 'Protect your home from water damage: Here are 5 common types of water damage &amp; tips to prevent them. https://t.co/4tCCTswwIY @WeAreJohnson'}","{'date': '09/25/2017, 13:24:36', 'full_text': 'Calling all Med Students: Support health care for women &amp; children via @insideride cycling fundraiser hosted by @DalCommerce Society https://t.co/faHjEbQLda'}","{'date': '10/29/2018, 12:55:58', 'full_text': ""Check out what's happening on the Ag Campus this week with Bailey Tarrant and Scott Palmer! https://t.co/Qdy1oC0mWL""}","{'date': '08/30/2018, 14:34:14', 'full_text': ""RT @DalGradStudies: A great turnout for today's grad student orientation. Welcome everyone to a wonderful new adventure! You can still join…""}"
1652,"{'date': '10/30/2017, 18:06:35', 'full_text': 'RT @DalHRES: Moving forward to foster respect, inclusion and community https://t.co/BMB540Kq4B'}","{'date': '09/25/2017, 12:52:58', 'full_text': ""Meet an inspiration to STEM, Dr. Melanie Dobson #CanWomenSTEM150 Thx to @rhodesproject for recognizing our researchers' achievements https://t.co/CVpbCZ9drC""}","{'date': '10/29/2018, 12:22:52', 'full_text': ""RT @Limpetman: Why do cows wear bells?\n.\n.\nBecause their horns don't work!\n\nBoom boom.....I'm back!""}","{'date': '08/30/2018, 12:31:38', 'full_text': ""RT @DalGradStudies: We're looking forward to meeting our new graduate students at orientation today! Need event information? Find it here:…""}"
1653,"{'date': '10/30/2017, 17:15:24', 'full_text': 'Blood donor clinic is on HFX campus today &amp; tomorrow, 12-3 pm &amp; 5-8 pm in the @DalStudentUnion. @GiveLifeNS https://t.co/zdD4nHY52u'}","{'date': '09/22/2017, 12:58:01', 'full_text': ""RT @DalHealth: @IWKHealthCentre Research rounds presents Nursing's @britney_benoit on October 5. Learn more: https://t.co/cZkRkkeQtj https:…""}","{'date': '10/28/2018, 16:53:03', 'full_text': 'RT @dalacrams: WVball match @dalacrams hosting @USainteAnne  1-1. Great match underway. Sorry no PxP today. Go to https://t.co/nAUBv3ohQN t…'}","{'date': '08/30/2018, 11:05:10', 'full_text': 'RT @scbaddeley: I’m so excited! We’ll be recruiting a @SchulichLaw student in September— stay tuned, 3Ls! https://t.co/PvGgS4JEYk'}"
1654,"{'date': '10/30/2017, 16:10:21', 'full_text': 'Reminder: Tomorrow, Oct 31, is the deadline for 2017 Healthy Workplace Award nominations. Details here. https://t.co/6KvCfweKDg https://t.co/2Imeu2TWoi'}","{'date': '09/21/2017, 20:56:36', 'full_text': '1000+ 1st yr Medicine, Dentistry &amp; Health students team up for interprofessional learning #Dalmazing https://t.co/TnmBHwIT15'}","{'date': '10/27/2018, 20:03:20', 'full_text': 'RT @dalacrams: @dalacrams all conference players -Jack and Tim with Coach Al enjoying the ACAA Soccer Awards Banquet at MSVU @dalagricultur…'}","{'date': '08/29/2018, 17:44:47', 'full_text': 'RT @ULSchoolofLaw: Dr Kathryn O’Sullivan, School of Law, recently spent three weeks as a Dobbin Atlantic Scholar at the Schulich School of…'}"
1655,"{'date': '10/30/2017, 14:45:18', 'full_text': 'You have until midnight tonight to donate &amp; be automatically entered to win #DalUnited early bird prizes. Details at https://t.co/nEBGdFtPLF'}","{'date': '09/21/2017, 18:41:41', 'full_text': '@DalMedDean welcomes the IPE group to a day of collaboration &amp; team challenges #Dalmazing1.0 https://t.co/43Ugk9QdR7'}","{'date': '10/27/2018, 20:03:13', 'full_text': 'RT @dalacrams: ACAA Soccer Awards @dalacrams players on the All Conference team for 18-19. Macy Penney-Cameron and Gabriella Hale. @dalagri…'}","{'date': '08/29/2018, 17:42:29', 'full_text': ""RT @jeremycsnyder: Great interview this morning with @cmrherder on BC government's welcome decision to sue opiate manufacturers. @CBCStephe…""}"
1656,"{'date': '10/30/2017, 14:28:00', 'full_text': 'RT @Bell_LetsTalk: Did you know that recycling your cell phone with the Bell Blue Box program also supports #mentalhealth initiatives? http…'}","{'date': '09/21/2017, 18:30:19', 'full_text': 'A full room of brilliance @  #Dalmazing1.0 https://t.co/pu12HcEUKq'}","{'date': '10/27/2018, 20:03:04', 'full_text': ""RT @Limpetman: Here's our AD International, Dr Balakrishnan Prithiviraj, touring the College of Animal Sciences at FAFU @dalagriculture @BP…""}","{'date': '08/29/2018, 17:41:05', 'full_text': ""RT @Dalnews: Open to #DalhousieU students, staff and faculty after @SenSincmurr's #Dal200 Belong Forum is a Building Belonging session – a…""}"
1657,"{'date': '10/30/2017, 13:15:22', 'full_text': 'Have winter clothing to donate? International Centre is hosting clothing drive for students. Giveaway is Fri. Nov 3. https://t.co/oUznYKJaeB'}","{'date': '09/21/2017, 16:06:46', 'full_text': ""Dal Med is part of the global fight for a world without Alzheimer's Disease #WorldAlzheimersDay https://t.co/MOL0chluhF""}","{'date': '10/27/2018, 20:02:58', 'full_text': 'RT @Limpetman: Great to have Raj join us in the Aggie twitterverse! @BPrithiviraj2 @dalagriculture https://t.co/LzNZ58x2wo'}","{'date': '08/29/2018, 15:35:59', 'full_text': ""RT @CBCEarlyEdition: .@DalMedSchool and @SchulichLaw Prof @cmrHerder tells us about the B.C. government's lawsuit against opioid manufactur…""}"
1658,"{'date': '10/30/2017, 12:37:21', 'full_text': 'RT @FusionHalifax: Young Professionals! Find out how you can pursue a green career in NS by attending Sustainable Steps on Nov. 4! https://…'}","{'date': '09/21/2017, 15:12:57', 'full_text': 'RT @clsa_elcv: Today is #worldalzheimersday. Learn about risk factors via @AlzCanada: https://t.co/aAHw4bRAv9 https://t.co/UUBCb7wc3e'}","{'date': '10/27/2018, 20:02:35', 'full_text': 'RT @dalacrams: Cross Country @ACAA_AASC Championships women’s start. @dalacrams @dalagriculture #ramcountry #GoRams'}","{'date': '08/29/2018, 14:47:08', 'full_text': 'Everyone at @SchulichLaw feels the same way (beyond excited!) to see new and returning students in September! In the meantime, check out this cool video. #backtoschool #law https://t.co/Im2840NpXZ'}"
1659,"{'date': '10/27/2017, 18:10:14', 'full_text': 'Here are just a few of the Halloween events happening in HFX this weekend. https://t.co/1oqyTawIfo https://t.co/pWNi6D4DfS'}","{'date': '09/21/2017, 14:56:47', 'full_text': ""Hear from 3 of Scotland's leading health practitioners in Transforming Healthcare in Scotland on Sept 28 @DalHealth https://t.co/vUYQ72h6Xe""}","{'date': '10/27/2018, 20:02:28', 'full_text': 'RT @Janicepdoyle: Taking it all in at the Dal open house in Truro! @dalagriculture https://t.co/yWE70iY0mC'}","{'date': '08/29/2018, 10:50:17', 'full_text': 'RT @JohnstonPari: Great initiative @jenditchburn @DalMIPP!  Thrilled that @ConversationCA political editor @leeanne25 one of your panelists…'}"
1660,"{'date': '10/27/2017, 17:11:12', 'full_text': 'RT @CaregiversNS: Have you had this conversation w/your employer? What happened? What advice would you give to CGs? https://t.co/YFwGQ45KVE…'}","{'date': '09/21/2017, 13:57:57', 'full_text': 'RT @stephenmiller67: Be there or be square. 1000 health professions students, 150 faculty 250+ @DMNB! great fun #IPE@DalMedSchool @DalHealt…'}","{'date': '10/27/2018, 20:02:12', 'full_text': 'RT @dalacrams: W Vball @dalacrams . Rams lost a good match to Holland 3-0. Still a promising start to the season for the Rams. Up again tom…'}","{'date': '08/28/2018, 15:03:13', 'full_text': ""RT @DalMIPP: Introducing the schedule for the MacEachen Institute #PolicyMatters2018 speaker series!  Join us on Tuesdays in Dalhousie's Ro…""}"
1661,"{'date': '10/27/2017, 16:25:13', 'full_text': 'Interesting research in latest @CareerBeacon post, ""Adding 20 minutes to commute is as bad as taking a 19% pay cut"". https://t.co/xeJDKjgkwE'}","{'date': '09/20/2017, 16:00:09', 'full_text': 'RT @DalHealth: @DalHealth @DalMedSchool students - @Dal_Alumni has treats in the Tupper Link from  to kick-off #Homecoming2017 https://t.co…'}","{'date': '10/27/2018, 20:02:08', 'full_text': 'RT @dalacrams: X-Country 18-19 is in the books- @dalacrams -awesome! Men won the @ACAA_AASC title and the women -2nd . Rams’ Hannah Arsenea…'}","{'date': '08/28/2018, 13:58:23', 'full_text': ""RT @CourtsNS_News: We're looking forward to officially welcoming Judge Chris Manning to the Provincial &amp; Family Courts at a robing ceremony…""}"
1662,"{'date': '10/27/2017, 15:17:28', 'full_text': 'RT @CarolynatDal: Girl Guides on campus today. @DalPres stocks up! Let’s support them and those mint cookies are great!! https://t.co/HCQu0…'}","{'date': '09/19/2017, 20:47:09', 'full_text': 'RT @DalhousieILI: Dr. Craig McCormick says thank you to all those who helped put the Viroceutical CERC application together https://t.co/Kx…'}","{'date': '10/27/2018, 20:01:44', 'full_text': 'RT @DrIvanJoseph: \u2066@Dalnews\u2069 \u2066@dalagriculture\u2069.  Hanging out with a few future Rams at Open House in Truro.  # https://t.co/2VuJo2Zyb5'}","{'date': '08/28/2018, 13:14:22', 'full_text': 'RT @CourtsNS_News: ICYMI: The Free Legal Clinic in #Halifax is looking for #volunteers for its upcoming fall/winter session. The clinic is…'}"
1663,"{'date': '10/27/2017, 14:45:20', 'full_text': ""Have winter clothing to donate? International Centre is having winter clothing drive for int'l students. Details at https://t.co/oUznYKJaeB""}","{'date': '09/19/2017, 19:23:18', 'full_text': 'Grad Seminar Series is taking place now in the Tupper Bldg. https://t.co/o6LWmMH7xf'}","{'date': '10/27/2018, 12:05:33', 'full_text': 'RT @Limpetman: The warmth of the welcome we receive in China never ceases to amaze me. We just happened to be walking by and The Minjiang U…'}","{'date': '08/28/2018, 13:14:16', 'full_text': 'RT @DalGradStudies: Can’t make it to Grad Studies orientation? Catch our live stream beginning at 9 am on August 30. Sign up by hitting the…'}"
1664,"{'date': '10/27/2017, 13:25:11', 'full_text': 'Have you donated to #DalUnited campaign yet? Watch our video &amp; check your email for personal online donation link. https://t.co/amo36N3Zqx'}","{'date': '09/19/2017, 19:17:19', 'full_text': 'RT @DalGlobalHealth: Medicine Unbundled &amp; the Politics of Disease: The Story of #IndigenousHealth in Canada. Oct 26 @ 6-7pm, Rm 1009,  Rowe…'}","{'date': '10/26/2018, 23:17:22', 'full_text': 'RT @Limpetman: ...and so we start the long journey home. Goodbye FAFU, thanks for looking after us so well! @dalagriculture https://t.co/yU…'}","{'date': '08/28/2018, 11:11:23', 'full_text': 'RT @CourtsNS_News: Congrats to The Hon. Pamela Williams, who was recently appointed for a 2nd term as Chief Judge of the Provincial &amp; Famil…'}"
1665,"{'date': '10/27/2017, 12:45:09', 'full_text': ""RT @UWHalifax: When we share a meal, we're connecting with those we love, &amp; improve our health: https://t.co/MKcBJnDUxy #ItLooksLikeMe http…""}","{'date': '09/19/2017, 18:19:45', 'full_text': 'RT @Doctors_NS: Stethoscopes all around. Welcoming @DalMedSchool Class of 2021. Reception highlights: https://t.co/xoFejmS5dg  @MSPEI_Docs…'}","{'date': '10/26/2018, 22:40:09', 'full_text': 'RT @engineering_AC: Learn more about Engineering or Integrated Environmental Management at Dalhousie’s Open Houses Oct 20 (Halifax) and 27…'}","{'date': '08/28/2018, 11:11:02', 'full_text': ""RT @DalLSS: We're delighted to share our new logo designed by 3L Sarah Byrne! It features our mascot, the gryphon, and Dal colours, gold &amp;…""}"
1666,"{'date': '10/27/2017, 12:20:16', 'full_text': 'Reminder: Deadline for nominations for 2017 @NSHumanRights Awards is Nov 10. https://t.co/nNq9KMhNhL https://t.co/YuE8jaRzZb'}","{'date': '09/19/2017, 15:40:52', 'full_text': ""RT @DalGlobalHealth: Mark your calendar to stop by our #GlobalHealth Showcase next week in the #TupperBldg. Have a poster you'd like to dis…""}","{'date': '10/26/2018, 22:39:09', 'full_text': 'RT @Cultiv8Ag: Getting prepped for prototyping! https://t.co/kFeCJEN0Zm'}","{'date': '08/27/2018, 16:36:13', 'full_text': 'This free public lecture is next week! On Sept. 6 from 6:30–8:30 pm at Halifax Central Library\'s Paul O\'Regan Hall, @SchulichLaw Prof. Elaine Craig will discuss her new book, ""Putting Trials on Trial: Sexual Assault and the Failure of the Legal Progression,"" and sign copies. https://t.co/mASGhnpaFD'}"
1667,"{'date': '10/26/2017, 18:15:19', 'full_text': 'Check out Skillsoft video, Planning an Effective Presentation, to help define &amp; understand yr audience &amp; purpose. https://t.co/g8CILEewD2'}","{'date': '09/18/2017, 17:15:50', 'full_text': 'RT @Doctors_NS: Meet the @DalMedSchool Class of 2021. Photos from our welcome reception: https://t.co/qM6N4tNcFL @MSPEI_Docs @Health_PEI #N…'}","{'date': '10/26/2018, 16:37:02', 'full_text': 'Four months after a devastating fire at Cox Institute, Dal’s Agricultural Campus community has pulled together to ensure the fall semester moves forward as the rebuild gets underway. https://t.co/6hiqVXVmwF https://t.co/wUhxy9Xwdj'}","{'date': '08/27/2018, 16:04:35', 'full_text': 'RT @DalOfficeSust: Hey Dalhousie Students! Did you know that you get a reduced price student UPass that can take you all around HRM? @DalSu…'}"
1668,"{'date': '10/26/2017, 17:27:37', 'full_text': 'RT @isans_ca: Our diverse workforce is from 46 different countries &amp; speak 60 languages! Join our team! Check current openings: https://t.c…'}","{'date': '09/18/2017, 14:32:42', 'full_text': 'RT @DalHSCE: Excited for over 1000 1st year students to team up together for #Dalmazing @DalHealth @DalMedSchool @DalDentistry https://t.co…'}","{'date': '10/26/2018, 14:45:07', 'full_text': 'RT @ExL_DalAC: Courses, Programs, Courses, Programs... Coming this Fall! https://t.co/BG6KU1lkIZ https://t.co/QUpcsyYIAz'}","{'date': '08/24/2018, 17:45:39', 'full_text': 'RT @DalGradStudies: Adjusting to life in a new school and country can be overwhelming. International student orientation will help you sett…'}"
1669,"{'date': '10/26/2017, 15:50:18', 'full_text': 'Mobile flu clinic will be in main lobby of SUB today, 3 - 6 pm. Open to all faculty, staff &amp; students. Schedule at https://t.co/324sss5xwq'}","{'date': '09/18/2017, 12:52:04', 'full_text': ""RT @stephenmiller67: OK @DalMedSchool  let's get some Med 1,2,3 and 4 teams in this race!! #FitForLife # GoodFun https://t.co/gsy7bg9XSU""}","{'date': '10/26/2018, 14:36:19', 'full_text': 'RT @paulypod: Love soils? Love maps? Of course you do!!!! We are super excited to hear Angela Bedard-Haughn from @usask share her expertise…'}","{'date': '08/24/2018, 16:20:38', 'full_text': ""RT @utflr1942: A head's up for our friends and colleagues at @SchulichLaw @LawLakehead @LAWMcGill @queensulaw @UAlbertaLaw @AllardLaw @UCal…""}"
1670,"{'date': '10/26/2017, 14:43:51', 'full_text': 'Call for nominations for the University-wide Teaching Awards. Deadline is Jan 31, 2018. Details here. https://t.co/cdCsS3Jb5E'}","{'date': '09/15/2017, 19:44:02', 'full_text': ""RT @MSPEI_Docs: MSPEI CEO, @LeaBryden and Dr. Tom Dorran, Medical Affairs @Health_PEI welcomed PEI's latest @DalMedSchool students last nig…""}","{'date': '10/26/2018, 12:31:46', 'full_text': 'Not only are Meghan (Class of ‘01) and Aaron Spares first generation farmers, they are the only sheep dairy in Nova Scotia!  https://t.co/5joAJPbR5I https://t.co/DoAeqckU6r'}","{'date': '08/24/2018, 14:59:25', 'full_text': 'RT @CourtsNS_News: Attention #lawyers &amp; @SchulichLaw students! The summer is winding down, which means the Free Legal Clinic at the #Halifa…'}"
1671,"{'date': '10/26/2017, 12:21:21', 'full_text': 'RT @isans_ca: Check out this overview of immigration in Canada over the past 150 years based on 2016 Census data https://t.co/A5i84aW1hX vi…'}","{'date': '09/15/2017, 18:52:24', 'full_text': 'To do the job exceptionally well, I have to be an innovator - Dr. Ross Morton, head of DMNB skilled clinician course https://t.co/df9DxGhx2G https://t.co/vwaEi1dsuC'}","{'date': '10/26/2018, 12:18:25', 'full_text': 'RT @jsheareeves: What an inspiring day @dalagriculture The opportunities in Ag are endless and the #handsonlearning is evident in every dep…'}","{'date': '08/24/2018, 12:16:06', 'full_text': '@emmamariemaci it was a great story and a great photo! #WeldonProud https://t.co/V3iIC7rGBz'}"
